YEAR,DOY,WS10M,RH2M,T2M_MAX,T2M_MIN,PRECTOTCORR
2012,326,1.9,72.82,31.29,18.9,0.71
2012,327,3.03,78.73,29.99,18.32,1.24
2012,328,4.2,88.46,25.18,19.96,7.6
2012,329,3.66,75.48,29.47,17.93,0.36
2012,330,3.68,72.85,29.39,18.49,0.0
2012,331,3.94,71.89,30.06,17.15,0.0
2012,332,3.9,68.07,29.33,16.98,0.0
2012,333,3.61,64.77,29.49,15.48,0.0
2012,334,3.03,64.69,29.12,13.6,0.0
2012,335,2.84,67.09,29.67,14.51,0.0
2012,336,3.11,66.13,29.81,14.34,0.0
2012,337,3.81,66.21,28.92,15.18,0.0
2012,338,4.99,80.28,28.71,15.4,1.39
2012,339,4.71,83.71,27.9,18.68,13.34
2012,340,5.74,81.23,28.97,19.39,1.06
2012,341,5.0,75.1,29.56,18.76,0.09
2012,342,3.48,76.92,27.56,16.87,0.0
2012,343,2.84,64.67,31.05,15.52,0.0
2012,344,2.6,61.86,31.21,14.34,0.0
2012,345,2.84,59.52,31.44,14.31,0.0
2012,346,2.52,65.44,31.04,14.29,0.0
2012,347,2.11,66.19,31.2,15.45,0.0
2012,348,2.34,67.55,30.34,16.31,0.0
2012,349,3.99,66.81,30.25,16.75,0.0
2012,350,4.65,68.17,28.38,13.67,0.0
2012,351,5.44,69.01,28.03,14.46,0.0
2012,352,5.83,70.23,28.02,15.41,0.0
2012,353,5.52,66.83,28.74,15.84,0.0
2012,354,4.18,67.3,29.69,14.79,0.0
2012,355,4.45,70.21,30.09,14.79,0.0
2012,356,4.73,67.22,29.7,15.6,0.0
2012,357,4.69,64.52,29.38,13.7,0.0
2012,358,4.87,66.76,30.23,14.44,0.0
2012,359,4.33,65.34,30.06,15.08,0.0
2012,360,5.03,65.62,29.7,15.93,0.0
2012,361,4.95,66.59,30.28,15.58,0.0
2012,362,4.61,66.73,30.51,15.6,0.0
2012,363,4.57,74.53,29.07,17.51,0.01
2012,364,5.1,78.57,29.52,18.83,1.44
2012,365,5.06,75.06,30.92,19.08,0.28
2012,366,4.06,72.61,30.36,19.22,0.01
2013,1,3.69,66.15,31.35,18.21,0.0
2013,2,3.1,57.25,32.28,15.28,0.0
2013,3,2.77,59.36,32.77,15.15,0.0
2013,4,2.77,61.64,32.43,17.6,0.0
2013,5,2.86,60.59,32.76,17.35,0.0
2013,6,3.03,61.68,32.4,18.69,0.0
2013,7,3.8,60.61,32.55,17.76,0.0
2013,8,3.28,54.55,33.35,16.0,0.0
2013,9,3.73,59.17,31.13,15.7,0.0
2013,10,3.52,56.1,31.23,16.08,0.0
2013,11,3.9,55.26,31.09,14.0,0.0
2013,12,3.67,55.6,31.39,14.87,0.0
2013,13,3.84,49.86,31.9,13.16,0.0
2013,14,3.7,44.1,32.13,12.45,0.0
2013,15,4.07,51.73,32.17,13.41,0.0
2013,16,4.61,57.68,31.17,13.67,0.0
2013,17,4.83,55.53,31.27,14.73,0.0
2013,18,3.76,56.62,31.66,15.04,0.0
2013,19,3.97,55.85,31.65,15.68,0.0
2013,20,3.55,51.63,31.53,14.53,0.0
2013,21,3.36,52.72,31.48,16.09,0.0
2013,22,4.13,52.43,31.34,14.28,0.0
2013,23,4.13,51.5,31.03,15.42,0.0
2013,24,3.47,48.37,31.71,13.67,0.0
2013,25,4.18,50.55,31.47,14.03,0.0
2013,26,4.59,49.8,31.23,12.8,0.0
2013,27,4.12,52.2,31.26,13.79,0.0
2013,28,3.33,52.54,31.37,16.05,0.0
2013,29,2.82,53.34,31.53,16.35,0.0
2013,30,3.99,55.16,31.55,17.33,0.0
2013,31,4.9,54.29,31.57,16.65,0.0
2013,32,4.73,49.84,31.32,15.24,0.0
2013,33,4.12,44.11,31.44,12.27,0.0
2013,34,3.99,45.55,32.14,12.3,0.0
2013,35,3.58,48.08,32.87,12.39,0.0
2013,36,4.66,62.18,32.78,17.15,0.0
2013,37,3.96,56.01,32.11,18.84,0.0
2013,38,2.31,49.05,33.68,18.26,0.0
2013,39,2.94,45.0,33.35,18.44,1.29
2013,40,4.38,48.73,33.97,18.2,0.15
2013,41,5.01,51.54,33.32,16.34,0.0
2013,42,6.28,54.45,31.76,16.71,0.0
2013,43,5.71,51.94,33.25,17.49,0.0
2013,44,5.2,49.09,31.38,16.75,0.0
2013,45,5.33,61.84,30.5,19.28,0.67
2013,46,3.65,67.7,28.69,19.42,4.29
2013,47,3.29,71.25,30.99,18.05,4.93
2013,48,2.63,67.38,31.61,19.46,1.17
2013,49,3.53,74.35,28.29,19.47,0.85
2013,50,3.91,62.03,30.8,19.41,0.01
2013,51,4.25,57.19,33.05,17.3,0.0
2013,52,4.3,53.2,33.02,16.64,0.0
2013,53,5.17,54.4,32.67,15.82,0.0
2013,54,4.2,47.76,33.53,15.62,0.0
2013,55,4.32,41.87,33.97,14.74,0.0
2013,56,4.98,29.64,33.25,12.7,0.0
2013,57,4.63,31.8,33.71,14.33,0.0
2013,58,2.94,35.08,33.87,14.64,0.0
2013,59,3.49,41.09,34.6,14.66,0.0
2013,60,4.82,36.52,34.79,14.88,0.0
2013,61,5.36,32.02,34.95,16.41,0.0
2013,62,5.08,34.45,35.45,15.4,0.0
2013,63,5.19,38.5,35.66,14.31,0.0
2013,64,5.96,56.68,34.43,18.21,0.04
2013,65,5.87,66.0,32.58,19.45,2.55
2013,66,5.26,66.59,32.38,19.91,1.41
2013,67,3.92,58.11,31.12,19.76,0.02
2013,68,3.27,52.52,33.98,19.23,0.0
2013,69,2.97,49.72,35.05,18.76,0.0
2013,70,3.69,44.39,34.83,20.4,0.55
2013,71,2.35,37.68,34.05,19.45,0.02
2013,72,3.49,33.38,35.9,19.31,0.0
2013,73,4.59,39.47,34.71,17.83,0.0
2013,74,4.88,34.69,35.47,18.93,0.0
2013,75,4.25,45.94,35.14,17.39,0.0
2013,76,2.84,41.43,36.09,18.02,0.0
2013,77,3.54,39.85,36.43,17.67,0.0
2013,78,3.45,42.62,35.28,17.81,0.0
2013,79,3.83,44.21,36.12,18.86,0.0
2013,80,3.12,35.68,35.87,19.25,0.0
2013,81,2.83,29.11,36.37,19.9,0.0
2013,82,4.24,34.27,35.59,19.16,0.0
2013,83,4.47,39.36,35.82,18.17,0.0
2013,84,2.56,35.41,36.71,16.66,0.0
2013,85,2.76,39.52,36.84,19.92,0.07
2013,86,3.68,35.56,37.69,22.3,0.02
2013,87,3.56,38.92,37.51,22.12,0.02
2013,88,3.15,39.33,37.82,21.9,0.0
2013,89,4.16,46.04,37.37,23.06,0.0
2013,90,3.26,49.35,36.95,24.29,6.18
2013,91,3.12,57.98,33.19,24.03,0.97
2013,92,2.82,57.65,34.49,21.93,7.95
2013,93,2.96,58.34,34.97,21.43,0.06
2013,94,2.88,49.27,35.88,22.18,0.01
2013,95,2.9,51.3,35.46,22.96,3.45
2013,96,2.85,50.87,35.57,22.83,0.25
2013,97,1.85,42.78,36.92,22.93,0.0
2013,98,3.21,41.44,36.9,23.12,0.0
2013,99,3.84,40.36,37.02,23.22,0.0
2013,100,4.38,38.77,37.17,23.83,0.0
2013,101,3.62,34.79,37.87,21.31,0.0
2013,102,4.63,42.11,38.57,20.95,0.0
2013,103,4.28,44.37,38.25,21.07,0.0
2013,104,3.73,48.21,38.56,22.51,0.0
2013,105,2.56,47.25,36.97,24.17,2.81
2013,106,4.13,38.07,37.7,23.23,0.04
2013,107,2.28,30.9,37.99,20.94,0.01
2013,108,3.5,38.98,37.84,21.42,0.62
2013,109,2.27,39.0,36.75,22.73,0.29
2013,110,2.37,39.82,37.35,23.06,0.14
2013,111,2.19,42.59,36.65,22.94,0.06
2013,112,3.63,49.69,34.91,22.89,1.03
2013,113,3.1,45.5,36.88,22.39,0.55
2013,114,3.13,55.31,32.79,23.85,1.84
2013,115,2.73,52.46,34.12,23.34,0.21
2013,116,3.41,50.01,33.49,23.44,0.24
2013,117,3.04,48.28,36.34,22.45,0.05
2013,118,2.8,47.36,34.7,23.83,1.41
2013,119,2.56,49.49,33.96,24.23,0.66
2013,120,4.6,41.43,38.43,22.93,0.0
2013,121,4.49,45.53,38.18,22.48,0.0
2013,122,2.51,40.24,36.72,22.48,0.0
2013,123,1.93,43.8,36.37,24.36,3.51
2013,124,2.59,54.94,34.92,24.01,2.12
2013,125,1.77,63.37,32.71,22.71,1.93
2013,126,2.09,52.67,36.33,22.34,0.02
2013,127,2.57,47.71,35.53,23.47,0.0
2013,128,2.73,55.68,35.39,23.17,1.94
2013,129,2.47,68.71,31.42,23.43,9.55
2013,130,2.83,71.86,31.18,22.77,9.33
2013,131,2.81,65.16,34.61,21.23,3.92
2013,132,4.75,65.63,32.55,21.88,0.54
2013,133,3.84,61.49,32.06,22.5,0.0
2013,134,4.8,64.29,31.43,21.41,0.0
2013,135,4.77,60.53,33.98,21.4,0.0
2013,136,3.82,61.44,33.07,20.93,0.01
2013,137,2.9,56.54,35.53,21.82,0.16
2013,138,2.59,62.3,34.67,22.32,6.92
2013,139,2.42,69.6,32.82,22.17,3.28
2013,140,2.64,68.35,32.69,22.14,8.85
2013,141,4.11,67.55,32.01,22.39,1.18
2013,142,4.71,69.06,32.22,20.5,16.67
2013,143,5.14,66.53,34.41,21.49,0.65
2013,144,5.1,63.52,34.84,21.59,0.0
2013,145,5.54,73.61,28.95,21.73,1.07
2013,146,5.93,76.05,29.18,20.78,5.79
2013,147,5.44,78.29,28.8,21.62,0.05
2013,148,5.33,77.87,28.48,20.67,0.54
2013,149,5.68,74.12,30.24,20.65,0.6
2013,150,4.35,79.24,30.42,20.19,14.12
2013,151,3.95,85.51,25.84,20.93,57.45
2013,152,5.21,87.49,24.9,19.71,10.17
2013,153,5.9,83.32,27.24,19.73,7.23
2013,154,4.85,80.35,28.45,19.64,4.2
2013,155,4.44,79.96,28.14,19.87,0.01
2013,156,4.28,72.9,31.14,20.04,0.01
2013,157,4.32,82.62,28.94,20.0,5.87
2013,158,5.38,85.14,26.34,19.31,6.26
2013,159,6.82,81.71,26.11,19.1,0.22
2013,160,8.03,78.27,26.22,18.24,0.01
2013,161,7.03,78.9,27.34,17.91,0.04
2013,162,7.08,81.17,27.01,19.62,3.99
2013,163,7.44,79.25,26.92,19.63,0.05
2013,164,8.46,74.94,28.07,18.73,0.01
2013,165,9.08,73.16,28.76,19.05,0.08
2013,166,8.69,76.09,28.32,20.12,0.78
2013,167,7.57,78.46,28.1,20.38,0.09
2013,168,8.3,77.71,27.97,20.03,0.45
2013,169,7.79,78.84,27.74,19.34,1.1
2013,170,7.14,77.14,29.94,19.94,1.4
2013,171,6.86,75.8,29.21,19.03,3.32
2013,172,7.01,78.43,28.57,19.87,2.73
2013,173,7.75,77.91,26.27,19.95,2.56
2013,174,8.69,74.25,27.05,19.58,0.2
2013,175,8.63,78.13,27.61,19.64,0.93
2013,176,7.98,76.0,29.16,19.85,1.02
2013,177,6.75,79.41,29.51,20.48,11.09
2013,178,6.01,82.41,27.22,20.42,3.58
2013,179,5.57,78.53,29.4,19.35,7.3
2013,180,5.93,76.59,29.15,18.83,0.38
2013,181,6.29,78.63,26.56,18.98,0.05
2013,182,7.38,77.41,27.5,18.26,0.07
2013,183,9.04,75.15,28.46,18.2,1.76
2013,184,7.54,81.4,26.4,18.22,1.67
2013,185,6.55,79.08,28.81,19.86,1.29
2013,186,5.24,77.99,29.2,20.17,0.13
2013,187,6.12,77.46,29.24,20.04,4.84
2013,188,6.01,83.24,25.73,19.8,1.49
2013,189,6.37,78.16,29.09,18.82,0.41
2013,190,6.82,80.84,26.27,19.58,5.23
2013,191,7.79,79.92,26.97,19.01,16.4
2013,192,7.49,78.75,27.55,18.34,3.02
2013,193,6.69,82.64,26.25,18.96,0.21
2013,194,6.46,79.39,27.9,18.47,2.95
2013,195,6.14,80.95,27.77,19.52,1.22
2013,196,6.03,80.65,28.17,19.7,2.06
2013,197,6.7,84.3,25.57,20.21,7.55
2013,198,6.37,82.21,26.69,19.78,0.36
2013,199,7.01,82.53,26.15,20.09,4.4
2013,200,6.87,88.16,24.92,19.85,24.7
2013,201,7.26,84.61,25.97,18.67,9.61
2013,202,7.68,84.16,26.3,18.31,0.73
2013,203,7.9,83.89,26.12,18.92,3.94
2013,204,8.33,82.69,26.79,19.05,1.21
2013,205,10.16,80.72,26.75,18.81,1.78
2013,206,10.22,78.52,27.17,18.55,0.43
2013,207,8.56,81.71,26.53,19.06,0.28
2013,208,6.78,80.26,28.25,18.43,0.72
2013,209,6.06,82.43,27.28,19.06,1.37
2013,210,7.11,80.1,25.86,18.15,0.04
2013,211,8.0,81.59,26.26,18.15,0.01
2013,212,9.4,81.43,25.74,19.23,0.22
2013,213,9.46,80.87,27.75,19.27,2.05
2013,214,8.39,78.29,28.76,19.11,0.32
2013,215,6.43,82.75,27.21,18.85,7.54
2013,216,6.47,81.03,28.81,19.29,2.56
2013,217,7.07,82.57,27.09,20.08,2.24
2013,218,6.02,81.1,26.6,19.32,0.93
2013,219,5.39,78.17,28.97,19.09,0.84
2013,220,5.31,81.14,28.53,19.5,0.86
2013,221,5.31,80.94,27.25,19.1,0.78
2013,222,5.48,80.93,27.87,19.37,2.39
2013,223,4.96,80.79,27.97,19.4,4.44
2013,224,5.48,80.5,28.12,19.42,0.53
2013,225,5.17,81.93,27.12,19.6,5.54
2013,226,5.59,82.79,26.08,19.4,13.74
2013,227,5.13,85.75,26.18,18.98,6.76
2013,228,5.36,85.44,25.59,19.36,8.71
2013,229,5.68,81.15,27.45,19.21,1.58
2013,230,5.44,84.78,26.49,18.79,1.21
2013,231,5.47,82.88,27.62,19.63,0.12
2013,232,6.21,81.89,27.96,19.43,3.05
2013,233,6.87,80.72,27.71,19.16,0.2
2013,234,6.62,78.01,29.0,18.7,0.14
2013,235,6.02,78.42,28.88,18.41,0.25
2013,236,5.53,78.52,29.09,18.59,6.85
2013,237,5.08,81.57,27.4,18.93,0.73
2013,238,4.42,78.25,28.58,18.59,0.06
2013,239,4.01,73.93,30.54,18.61,0.0
2013,240,3.42,77.77,28.99,19.45,2.36
2013,241,3.6,81.22,26.87,19.65,3.86
2013,242,2.36,78.64,29.99,19.3,8.73
2013,243,1.56,81.18,28.57,19.7,20.0
2013,244,1.91,82.78,28.12,21.08,34.42
2013,245,1.33,82.01,28.65,19.62,16.27
2013,246,3.01,89.03,24.13,19.76,9.66
2013,247,3.38,83.47,25.11,18.36,3.0
2013,248,3.34,80.72,27.98,18.32,3.07
2013,249,3.8,82.24,26.61,18.78,5.27
2013,250,4.01,86.11,25.54,19.19,4.71
2013,251,2.89,84.38,26.98,18.98,21.5
2013,252,4.41,88.39,25.77,19.25,29.27
2013,253,4.09,91.07,23.76,18.83,26.87
2013,254,3.15,86.92,26.2,19.18,19.99
2013,255,2.71,88.85,25.41,19.6,28.51
2013,256,2.79,88.68,26.82,19.77,13.52
2013,257,3.31,87.33,26.99,19.73,20.95
2013,258,3.67,89.01,26.12,19.84,4.27
2013,259,3.75,86.86,27.27,19.9,2.52
2013,260,4.25,88.58,26.32,20.5,2.29
2013,261,4.83,89.36,25.1,19.76,3.24
2013,262,6.22,86.92,26.08,18.71,0.56
2013,263,6.41,89.9,26.86,18.81,3.12
2013,264,5.08,83.91,27.25,19.39,0.36
2013,265,5.3,84.93,26.98,19.11,0.2
2013,266,4.74,82.05,27.78,17.81,0.0
2013,267,4.16,83.83,28.14,17.2,0.01
2013,268,4.23,84.36,28.17,17.79,0.7
2013,269,3.24,81.12,28.63,18.01,0.91
2013,270,2.94,80.19,28.55,18.56,0.19
2013,271,3.56,86.4,25.96,19.54,0.0
2013,272,4.59,83.29,26.7,18.32,0.0
2013,273,4.17,86.96,26.41,18.02,1.32
2013,274,3.77,86.9,26.49,19.32,0.89
2013,275,3.47,86.03,26.53,19.83,13.23
2013,276,3.8,87.3,24.99,18.85,1.91
2013,277,4.25,85.42,26.01,17.51,0.11
2013,278,4.38,84.79,26.34,17.04,0.07
2013,279,3.59,84.67,27.8,18.87,0.04
2013,280,2.17,86.84,26.91,20.23,1.85
2013,281,3.37,92.92,24.15,20.11,13.25
2013,282,2.5,89.5,25.43,19.45,2.72
2013,283,3.58,85.7,26.51,19.09,0.31
2013,284,4.51,83.16,27.2,18.86,0.0
2013,285,5.09,82.69,27.48,17.47,0.02
2013,286,4.66,84.29,27.73,18.57,0.14
2013,287,3.44,84.73,27.17,18.84,0.05
2013,288,2.46,85.87,27.53,19.88,2.54
2013,289,2.11,87.73,26.76,19.83,3.09
2013,290,2.92,87.58,26.87,19.82,3.28
2013,291,2.78,85.71,26.52,19.12,0.71
2013,292,2.18,83.35,27.8,18.85,4.91
2013,293,2.94,86.21,26.4,18.51,2.1
2013,294,3.35,89.46,24.25,17.93,3.42
2013,295,2.88,89.88,25.18,18.79,3.65
2013,296,3.5,86.67,27.09,19.56,1.59
2013,297,3.38,90.49,25.12,20.22,3.85
2013,298,3.2,87.22,27.1,19.46,1.67
2013,299,2.82,86.69,27.2,19.86,9.97
2013,300,3.03,85.46,26.59,19.23,10.26
2013,301,2.65,87.33,26.62,18.68,2.61
2013,302,3.03,88.48,26.25,18.4,1.21
2013,303,2.61,86.53,27.11,17.81,0.21
2013,304,2.7,84.75,27.73,18.37,0.0
2013,305,2.91,84.88,27.7,17.92,1.42
2013,306,3.15,86.3,27.81,19.37,0.86
2013,307,3.66,88.08,25.49,18.37,0.83
2013,308,4.17,85.45,26.23,17.83,1.48
2013,309,4.32,82.68,26.26,17.83,0.16
2013,310,4.05,82.94,26.86,17.59,0.01
2013,311,3.8,82.25,26.82,15.59,0.0
2013,312,3.49,79.92,26.09,16.05,0.0
2013,313,3.58,78.9,25.6,14.15,0.0
2013,314,3.17,80.08,26.52,14.49,0.0
2013,315,3.1,81.17,26.69,16.58,0.0
2013,316,2.9,81.2,26.61,16.1,0.12
2013,317,2.97,80.37,25.6,15.42,0.03
2013,318,2.88,78.3,26.05,15.48,0.0
2013,319,3.67,77.33,25.44,13.59,0.0
2013,320,4.95,87.79,23.47,16.35,3.52
2013,321,5.25,89.95,23.45,18.81,4.06
2013,322,4.13,87.82,25.46,16.04,5.72
2013,323,2.7,79.63,26.84,17.0,0.22
2013,324,2.92,79.36,27.21,15.55,0.0
2013,325,2.09,77.27,28.07,15.97,0.0
2013,326,1.98,77.79,28.0,15.7,0.0
2013,327,1.53,85.65,26.56,17.42,19.02
2013,328,3.05,87.03,26.11,19.23,9.19
2013,329,2.37,83.49,27.24,18.33,1.55
2013,330,2.24,82.75,27.57,17.91,0.23
2013,331,2.71,82.44,27.02,17.6,0.03
2013,332,2.51,69.65,26.7,14.5,0.0
2013,333,3.35,80.36,27.02,13.76,0.0
2013,334,2.93,77.85,27.87,16.45,0.01
2013,335,3.61,81.41,27.35,18.32,0.33
2013,336,3.68,80.48,27.56,16.57,0.08
2013,337,4.12,78.8,26.79,16.89,0.01
2013,338,5.17,74.15,27.03,16.35,0.0
2013,339,4.82,73.62,27.23,15.4,0.0
2013,340,3.87,68.3,27.49,13.6,0.0
2013,341,4.32,70.79,27.38,14.31,0.0
2013,342,3.9,76.75,27.97,15.24,0.0
2013,343,3.41,65.65,27.89,13.47,0.0
2013,344,3.29,52.08,28.23,10.46,0.0
2013,345,3.78,53.39,28.99,11.88,0.0
2013,346,6.63,82.12,25.47,15.11,1.01
2013,347,5.22,78.73,28.82,18.17,0.54
2013,348,3.19,77.93,29.4,16.95,0.09
2013,349,3.22,64.18,29.6,13.66,0.0
2013,350,3.77,55.05,28.07,10.06,0.0
2013,351,3.92,70.63,26.81,11.74,0.0
2013,352,3.39,69.36,27.47,12.46,0.0
2013,353,1.86,67.24,27.91,12.17,0.0
2013,354,1.77,63.69,28.55,12.73,0.0
2013,355,3.14,67.09,28.1,13.03,0.0
2013,356,4.02,70.21,27.81,13.6,0.0
2013,357,4.81,71.23,27.15,14.42,0.0
2013,358,5.23,69.48,27.43,14.76,0.0
2013,359,4.23,69.97,28.56,14.8,0.0
2013,360,3.6,66.91,27.62,13.23,0.0
2013,361,3.92,68.54,27.87,13.74,0.0
2013,362,3.59,68.19,27.5,13.7,0.0
2013,363,3.65,67.42,27.57,13.37,0.0
2013,364,4.28,65.02,28.06,11.58,0.0
2013,365,4.61,68.3,27.84,13.25,0.0
2014,1,4.63,71.24,27.86,14.23,0.0
2014,2,4.03,68.59,28.59,14.58,0.0
2014,3,4.4,71.18,27.93,14.31,0.0
2014,4,3.56,64.52,29.32,14.5,0.0
2014,5,3.07,62.5,30.42,14.6,0.0
2014,6,3.5,60.33,30.49,13.93,0.0
2014,7,4.59,61.75,29.76,13.58,0.0
2014,8,5.17,68.56,29.07,13.74,0.0
2014,9,4.0,65.39,29.8,15.25,0.0
2014,10,3.17,67.35,30.03,15.72,0.0
2014,11,3.44,65.03,29.83,15.72,0.0
2014,12,3.44,62.28,30.22,15.07,0.0
2014,13,3.96,60.3,29.88,14.66,0.0
2014,14,4.21,61.71,29.58,15.39,0.0
2014,15,3.74,63.15,29.92,16.4,0.0
2014,16,3.42,65.99,29.76,16.26,0.0
2014,17,3.8,66.34,28.63,16.94,0.02
2014,18,3.61,64.01,28.77,16.43,0.0
2014,19,4.62,64.37,30.06,15.73,0.0
2014,20,5.2,64.44,29.24,16.54,0.02
2014,21,5.29,62.52,29.01,15.57,0.0
2014,22,5.22,61.46,29.13,15.63,0.0
2014,23,4.1,60.55,29.7,14.29,0.0
2014,24,3.2,59.64,30.5,13.82,0.0
2014,25,4.7,59.64,30.26,16.47,0.0
2014,26,5.63,61.62,29.62,14.84,0.0
2014,27,5.55,62.16,28.2,13.87,0.0
2014,28,4.72,58.25,29.32,14.72,0.0
2014,29,4.4,56.49,30.33,15.2,0.0
2014,30,3.69,56.57,30.32,13.51,0.0
2014,31,3.97,52.93,30.94,13.69,0.0
2014,32,4.28,57.87,30.66,14.1,0.0
2014,33,5.08,56.35,31.87,16.51,0.0
2014,34,3.78,48.79,33.23,14.82,0.0
2014,35,3.01,48.2,32.84,14.21,0.0
2014,36,2.72,44.48,33.17,13.0,0.0
2014,37,3.5,43.14,33.46,12.59,0.0
2014,38,3.28,36.42,33.27,12.29,0.0
2014,39,2.62,41.15,32.83,12.45,0.0
2014,40,2.71,42.3,32.44,12.64,0.0
2014,41,2.5,41.14,32.79,13.65,0.0
2014,42,3.52,51.86,32.18,15.56,0.0
2014,43,3.79,49.84,31.99,15.07,0.0
2014,44,4.28,52.93,31.52,16.88,0.0
2014,45,2.56,52.73,31.61,18.78,0.0
2014,46,2.18,48.11,31.97,19.1,0.0
2014,47,1.95,46.92,31.66,20.25,0.0
2014,48,3.89,51.18,33.52,19.02,0.0
2014,49,4.92,58.65,32.25,18.82,0.0
2014,50,4.19,57.65,32.01,18.67,0.0
2014,51,3.73,56.4,32.35,18.43,0.0
2014,52,2.9,52.22,32.56,17.04,0.0
2014,53,3.17,48.35,33.49,16.58,0.0
2014,54,4.6,44.79,33.54,16.32,0.0
2014,55,5.31,54.85,33.43,15.4,0.02
2014,56,4.9,60.27,31.83,18.15,0.01
2014,57,3.98,47.94,34.31,17.9,0.0
2014,58,3.41,47.01,33.6,16.59,0.2
2014,59,2.63,54.05,32.85,17.61,0.05
2014,60,2.88,56.25,31.81,19.4,0.96
2014,61,3.04,52.4,32.99,19.61,0.34
2014,62,5.47,55.44,32.17,19.66,0.42
2014,63,3.89,58.49,31.9,18.83,0.59
2014,64,3.47,55.2,32.92,19.6,0.19
2014,65,3.94,57.77,32.26,20.53,1.72
2014,66,4.56,57.75,28.6,19.47,0.99
2014,67,4.34,52.1,31.27,18.11,0.1
2014,68,4.78,51.71,32.6,17.6,0.01
2014,69,4.18,50.65,31.88,18.19,0.0
2014,70,4.97,50.86,32.08,18.0,0.0
2014,71,5.7,45.8,33.64,16.76,0.0
2014,72,4.96,40.36,34.1,16.03,0.0
2014,73,5.11,35.27,34.9,15.1,0.0
2014,74,5.08,31.73,35.12,14.65,0.0
2014,75,5.68,35.06,35.32,16.17,0.0
2014,76,5.0,34.36,35.81,16.35,0.0
2014,77,4.34,31.07,36.59,15.82,0.0
2014,78,4.12,36.31,36.17,16.73,0.0
2014,79,3.49,38.81,37.09,18.61,0.0
2014,80,3.37,36.74,36.69,18.62,0.0
2014,81,3.58,36.37,36.44,19.97,0.0
2014,82,4.72,39.73,36.47,20.14,0.0
2014,83,4.28,35.28,35.92,17.94,0.0
2014,84,4.98,35.43,36.93,16.93,0.0
2014,85,5.76,31.82,36.14,17.39,0.0
2014,86,4.03,25.84,36.42,16.74,0.0
2014,87,3.98,26.5,36.48,17.78,0.0
2014,88,4.27,25.74,37.22,18.88,0.0
2014,89,3.27,27.47,38.08,19.18,0.0
2014,90,2.89,29.64,36.84,19.57,0.0
2014,91,2.74,25.34,37.76,20.08,0.0
2014,92,3.08,29.54,37.41,21.23,0.02
2014,93,4.36,28.22,38.01,20.37,0.0
2014,94,4.57,28.55,37.52,19.26,0.0
2014,95,4.39,34.06,37.83,19.3,0.0
2014,96,4.29,42.02,37.2,19.56,0.0
2014,97,3.6,38.8,37.61,19.34,0.0
2014,98,2.86,40.0,36.23,21.64,0.0
2014,99,2.24,46.54,34.74,22.97,1.43
2014,100,2.49,43.8,34.92,22.28,1.61
2014,101,2.73,35.23,37.25,21.94,0.14
2014,102,2.85,37.35,35.66,24.06,0.2
2014,103,3.12,40.25,35.08,23.23,1.11
2014,104,3.6,42.65,36.13,23.69,0.77
2014,105,3.18,43.82,36.58,21.85,0.14
2014,106,3.56,37.06,36.43,21.98,0.02
2014,107,2.34,33.8,37.83,22.21,0.01
2014,108,3.52,33.72,37.73,24.95,0.14
2014,109,3.63,36.85,38.25,23.01,0.02
2014,110,3.98,33.97,34.12,22.39,0.3
2014,111,3.88,34.61,36.59,20.34,0.0
2014,112,4.16,37.07,38.14,20.64,0.0
2014,113,2.82,37.27,37.61,21.52,0.0
2014,114,3.99,40.15,37.39,22.59,0.0
2014,115,2.92,39.06,38.21,23.25,0.0
2014,116,3.29,41.35,37.31,24.3,0.28
2014,117,4.04,38.92,37.12,24.65,0.01
2014,118,2.41,45.39,35.77,22.81,0.0
2014,119,3.1,39.72,37.8,23.81,0.02
2014,120,2.59,35.77,37.02,24.18,0.06
2014,121,2.3,44.43,34.97,24.84,2.74
2014,122,2.1,46.12,36.1,23.03,2.99
2014,123,3.7,50.44,36.67,22.07,0.72
2014,124,4.27,53.16,36.25,22.36,1.56
2014,125,4.51,53.48,36.58,21.11,0.03
2014,126,5.41,64.55,33.1,22.65,2.6
2014,127,6.0,72.63,28.76,20.83,7.17
2014,128,7.32,83.13,27.31,21.13,9.34
2014,129,6.67,72.09,31.42,20.8,2.33
2014,130,3.13,69.04,33.53,21.48,2.63
2014,131,3.18,64.19,32.85,21.83,0.66
2014,132,2.05,54.8,35.05,21.53,0.01
2014,133,1.82,56.22,35.32,21.77,0.03
2014,134,4.48,55.8,34.81,22.62,0.01
2014,135,4.19,50.46,35.27,21.02,0.01
2014,136,3.26,51.35,36.1,20.03,0.0
2014,137,3.11,60.14,34.56,21.16,5.67
2014,138,1.81,58.86,33.63,22.14,0.03
2014,139,1.65,54.14,35.47,21.89,0.78
2014,140,2.98,65.56,33.58,20.28,5.89
2014,141,3.57,59.42,32.77,19.48,0.36
2014,142,4.29,64.5,35.33,21.6,2.39
2014,143,4.23,68.4,32.8,22.29,1.6
2014,144,4.0,64.94,36.03,21.89,3.08
2014,145,3.94,67.32,33.14,21.42,2.24
2014,146,3.38,67.57,32.11,22.76,2.11
2014,147,2.24,68.54,32.77,22.18,11.29
2014,148,0.72,62.34,34.69,22.69,4.27
2014,149,2.15,66.61,33.38,22.18,5.57
2014,150,2.61,65.38,34.49,22.98,0.88
2014,151,3.67,64.31,35.67,21.87,4.59
2014,152,3.27,63.36,35.18,21.99,0.5
